created_at,tweet_id,retweet_count,favorite_count
Tue Jan 24 22:44:42 +0000 2017,824025158776213504,679,5255
Tue Jan 24 17:04:50 +0000 2017,823939628516474880,3123,11755
Tue Jan 24 02:28:08 +0000 2017,823719002937630720,12953,0
Tue Jan 24 01:08:40 +0000 2017,823699002998870016,2772,13826
Mon Jan 23 17:20:14 +0000 2017,823581115634085888,3031,14376
Mon Jan 23 00:56:15 +0000 2017,823333489516937216,31,777
Mon Jan 23 00:13:17 +0000 2017,823322678127919110,4637,17437
Sun Jan 22 20:42:21 +0000 2017,823269594223824897,11421,0
Sun Jan 22 01:12:59 +0000 2017,822975315408461824,3958,19139
Sat Jan 21 18:26:02 +0000 2017,822872901745569793,48265,132810
Sat Jan 21 17:31:20 +0000 2017,822859134160621569,2622,14576
Sat Jan 21 03:29:14 +0000 2017,822647212903690241,7390,0
Sat Jan 21 01:02:48 +0000 2017,822610361945911296,3423,16327
Fri Jan 20 17:00:46 +0000 2017,822489057087389700,7390,20083
Fri Jan 20 15:17:01 +0000 2017,822462944365645825,17209,31800
Fri Jan 20 00:50:15 +0000 2017,822244816520155136,11421,38832
Thu Jan 19 19:25:24 +0000 2017,822163064745328640,5571,0
Thu Jan 19 01:04:45 +0000 2017,821886076407029760,2692,12582
Wed Jan 18 20:16:54 +0000 2017,821813639212650496,3839,0
Wed Jan 18 17:07:18 +0000 2017,821765923262631936,1899,9317
Wed Jan 18 01:01:34 +0000 2017,821522889702862852,2030,8871
Tue Jan 17 18:17:58 +0000 2017,821421320206483457,6470,0
Tue Jan 17 17:21:47 +0000 2017,821407182352777218,5053,13075
Tue Jan 17 00:33:26 +0000 2017,821153421864615936,10,280
Tue Jan 17 00:18:04 +0000 2017,821149554670182400,2320,9718
Mon Jan 16 21:32:06 +0000 2017,821107785811234820,2487,10645
Mon Jan 16 17:20:45 +0000 2017,821044531881721856,2636,14021
Mon Jan 16 03:37:31 +0000 2017,820837357901512704,7733,0
Sun Jan 15 21:49:15 +0000 2017,820749716845686786,11525,34984
Sun Jan 15 17:52:40 +0000 2017,820690176645140481,3716,13518
Sun Jan 15 04:56:16 +0000 2017,820494788566847489,648,0
Sun Jan 15 01:45:15 +0000 2017,820446719150292993,2980,0
Sat Jan 14 17:00:24 +0000 2017,820314633777061888,648,3706
Sat Jan 14 01:22:35 +0000 2017,820078625395449857,7246,21979
Fri Jan 13 21:04:55 +0000 2017,820013781606658049,1369,0
Fri Jan 13 17:00:21 +0000 2017,819952236453363712,1369,5927
Fri Jan 13 15:08:56 +0000 2017,819924195358416896,5607,14305
Fri Jan 13 01:03:12 +0000 2017,819711362133872643,3604,14916
Thu Jan 12 16:54:26 +0000 2017,819588359383371776,2271,10606
Thu Jan 12 00:55:47 +0000 2017,819347104292290561,1383,8008
Wed Jan 11 17:42:57 +0000 2017,819238181065359361,462,2550
Wed Jan 11 17:01:16 +0000 2017,819227688460238848,7733,25652
Wed Jan 11 02:57:27 +0000 2017,819015337530290176,42228,0
Wed Jan 11 02:57:26 +0000 2017,819015331746349057,21794,0
Wed Jan 11 02:21:57 +0000 2017,819006400881917954,21794,49960
Wed Jan 11 02:15:36 +0000 2017,819004803107983360,42228,95450
Tue Jan 10 02:30:30 +0000 2017,818646164899774465,24069,0
Tue Jan 10 01:15:10 +0000 2017,818627210458333184,8564,24597
Tue Jan 10 00:24:38 +0000 2017,818614493328580609,2982,10971
Mon Jan 09 22:42:41 +0000 2017,818588835076603904,7126,0
Mon Jan 09 19:14:36 +0000 2017,818536468981415936,2873,12127
Mon Jan 09 04:04:51 +0000 2017,818307523543449600,9366,0
Mon Jan 09 00:53:55 +0000 2017,818259473185828864,2621,12197
Sun Jan 08 17:20:31 +0000 2017,818145370475810820,3014,13671
Sun Jan 08 01:40:55 +0000 2017,817908911860748288,906,5356
Sat Jan 07 20:18:46 +0000 2017,817827839487737858,31314,57622
Sat Jan 07 16:59:28 +0000 2017,817777686764523521,3084,11901
Sat Jan 07 01:00:41 +0000 2017,817536400337801217,3505,13105
Fri Jan 06 22:45:43 +0000 2017,817502432452313088,3917,0
Fri Jan 06 17:33:29 +0000 2017,817423860136083457,17504,38260
Fri Jan 06 17:00:38 +0000 2017,817415592588222464,1131,6267
Fri Jan 06 01:31:47 +0000 2017,817181837579653120,9907,0
Fri Jan 06 00:49:53 +0000 2017,817171292965273600,2326,9690
Thu Jan 05 21:29:55 +0000 2017,817120970343411712,3011,13367
Thu Jan 05 17:13:55 +0000 2017,817056546584727552,1927,9517
Thu Jan 05 02:09:53 +0000 2017,816829038950027264,5496,0
Thu Jan 05 01:20:46 +0000 2017,816816676327063552,2361,11071
Wed Jan 04 17:27:59 +0000 2017,816697700272001025,2545,10905
Wed Jan 04 01:05:59 +0000 2017,816450570814898180,9366,33961
Tue Jan 03 17:33:39 +0000 2017,816336735214911488,2269,9564
Tue Jan 03 01:20:49 +0000 2017,816091915477250048,2500,9927
Mon Jan 02 23:23:48 +0000 2017,816062466425819140,1207,0
Mon Jan 02 20:12:21 +0000 2017,816014286006976512,6154,0
Mon Jan 02 18:38:42 +0000 2017,815990720817401858,1207,5545
Mon Jan 02 17:00:46 +0000 2017,815966073409433600,9907,25057
Mon Jan 02 02:26:09 +0000 2017,815745968457060357,4797,0
Mon Jan 02 01:48:06 +0000 2017,815736392542261248,2625,10937
Sun Jan 01 19:22:38 +0000 2017,815639385530101762,1918,9161
Sun Jan 01 02:53:20 +0000 2017,815390420867969024,4407,11467
Sat Dec 31 00:08:17 +0000 2016,814986499976527872,1505,8485
Fri Dec 30 01:05:33 +0000 2016,814638523311648768,3130,12511
Thu Dec 29 21:06:41 +0000 2016,814578408554463233,6750,0
Thu Dec 29 17:54:58 +0000 2016,814530161257443328,2156,9629
Wed Dec 28 16:56:16 +0000 2016,814153002265309185,10080,32000
Wed Dec 28 03:08:11 +0000 2016,813944609378369540,3732,0
Wed Dec 28 00:52:25 +0000 2016,813910438903693312,2194,10342
Tue Dec 27 18:24:12 +0000 2016,813812741911748608,16267,40402
Tue Dec 27 17:36:16 +0000 2016,813800681631023104,2060,9300
Mon Dec 26 03:00:30 +0000 2016,813217897535406080,8476,20783
Mon Dec 26 02:00:11 +0000 2016,813202720496779264,2090,10192
Mon Dec 26 01:00:05 +0000 2016,813187593374461952,5096,22085
Mon Dec 26 00:00:03 +0000 2016,813172488309972993,2236,10384
Sun Dec 25 23:00:08 +0000 2016,813157409116065792,2557,8588
Sun Dec 25 22:00:04 +0000 2016,813142292504645637,2728,9361
Sun Dec 25 21:12:41 +0000 2016,813130366689148928,513,4968
Sun Dec 25 21:00:18 +0000 2016,813127251579564032,3652,13242
Sun Dec 25 20:00:07 +0000 2016,813112105746448384,3225,11515
Sun Dec 25 19:00:02 +0000 2016,813096984823349248,4207,11694
Sun Dec 25 18:00:17 +0000 2016,813081950185472002,3220,10989
Sun Dec 25 17:00:08 +0000 2016,813066809284972545,2276,8865
Sun Dec 25 16:00:16 +0000 2016,813051746834595840,8503,23337
Sat Dec 24 22:04:54 +0000 2016,812781120811126785,2191,8380
Sat Dec 24 19:52:31 +0000 2016,812747805718642688,8067,0
Sat Dec 24 17:18:34 +0000 2016,812709060537683968,1665,7373
Sat Dec 24 03:40:19 +0000 2016,812503143955202048,1424,6787
Sat Dec 24 01:16:12 +0000 2016,812466873996607488,2231,8900
Fri Dec 23 19:00:19 +0000 2016,812372279581671427,4252,15224
Thu Dec 22 17:23:53 +0000 2016,811985624773361665,1647,8102
Thu Dec 22 01:24:33 +0000 2016,811744202451197953,1884,8429
Wed Dec 21 19:01:02 +0000 2016,811647686436880384,872,6215
Wed Dec 21 17:39:46 +0000 2016,811627233043480576,3650,14265
Wed Dec 21 01:44:13 +0000 2016,811386762094317568,7444,23302
Mon Dec 19 23:06:23 +0000 2016,810984652412424192,1655,5927
Mon Dec 19 17:14:23 +0000 2016,810896069567610880,2090,10093
Mon Dec 19 01:26:42 +0000 2016,810657578271330305,3057,12192
Sun Dec 18 00:43:57 +0000 2016,810284430598270976,13369,39640
Sat Dec 17 22:43:27 +0000 2016,810254108431155201,3901,16380
Sat Dec 17 00:38:52 +0000 2016,809920764300447744,4521,17250
Fri Dec 16 17:14:20 +0000 2016,809808892968534016,5711,0
Thu Dec 15 17:23:04 +0000 2016,809448704142938112,1696,7727
Thu Dec 15 02:14:29 +0000 2016,809220051211603969,6554,22246
Wed Dec 14 17:16:53 +0000 2016,809084759137812480,4046,14685
Wed Dec 14 00:57:20 +0000 2016,808838249661788160,3536,11271
Tue Dec 13 18:01:07 +0000 2016,808733504066486276,2509,8784
Tue Dec 13 02:39:32 +0000 2016,808501579447930884,3007,12595
Mon Dec 12 16:16:49 +0000 2016,808344865868283904,24069,47281
Mon Dec 12 02:21:26 +0000 2016,808134635716833280,6961,0
Mon Dec 12 00:29:28 +0000 2016,808106460588765185,2525,9701
Sun Dec 11 17:31:39 +0000 2016,808001312164028416,4098,14015
Sat Dec 10 16:22:02 +0000 2016,807621403335917568,4288,16236
Fri Dec 09 06:17:20 +0000 2016,807106840509214720,56625,107015
Fri Dec 09 03:08:45 +0000 2016,807059379405148160,8521,0
Thu Dec 08 23:53:08 +0000 2016,807010152071229440,4418,14514
Wed Dec 07 22:38:52 +0000 2016,806629075125202948,37911,75639
Wed Dec 07 22:06:10 +0000 2016,806620845233815552,6426,0
Wed Dec 07 19:09:37 +0000 2016,806576416489959424,2230,5370
Wed Dec 07 16:53:43 +0000 2016,806542213899489280,2752,11363
Tue Dec 06 21:04:11 +0000 2016,806242860592926720,13616,0
Tue Dec 06 19:29:28 +0000 2016,806219024703037440,1388,7145
Tue Dec 06 02:15:59 +0000 2016,805958939288408065,6238,0
Tue Dec 06 00:32:26 +0000 2016,805932879469572096,2209,9178
Mon Dec 05 17:31:15 +0000 2016,805826884734976000,2132,7335
Mon Dec 05 17:16:37 +0000 2016,805823200554876929,9374,0
Sun Dec 04 21:14:20 +0000 2016,805520635690676224,1905,6368
Sun Dec 04 19:02:24 +0000 2016,805487436403003392,2929,9773
Sun Dec 04 00:30:29 +0000 2016,805207613751304193,1972,8680
Fri Dec 02 17:27:25 +0000 2016,804738756058218496,4480,15326
Fri Dec 02 00:02:45 +0000 2016,804475857670639616,2355,6886
Thu Dec 01 19:56:00 +0000 2016,804413760345620481,3712,0
Wed Nov 30 18:16:08 +0000 2016,804026241225523202,18876,49774
Wed Nov 30 01:31:12 +0000 2016,803773340896923648,3220,11203
Tue Nov 29 20:08:52 +0000 2016,803692223237865472,8689,0
Tue Nov 29 16:33:36 +0000 2016,803638050916102144,4828,12270
Mon Nov 28 23:30:47 +0000 2016,803380650405482500,2169,8601
Mon Nov 28 19:35:59 +0000 2016,803321560782307329,6221,0
Mon Nov 28 16:37:19 +0000 2016,803276597545603072,2887,11207
Sun Nov 27 19:09:28 +0000 2016,802952499103731712,2336,10085
Sat Nov 26 21:26:58 +0000 2016,802624713319034886,3403,0
Sat Nov 26 19:50:26 +0000 2016,802600418706604034,1714,7938
Sat Nov 26 18:00:13 +0000 2016,802572683846291456,2926,9959
Sat Nov 26 01:31:31 +0000 2016,802323869084381190,6808,18124
Fri Nov 25 21:37:47 +0000 2016,802265048156610565,1573,7039
Fri Nov 25 20:26:31 +0000 2016,802247111496568832,5247,0
Fri Nov 25 19:55:35 +0000 2016,802239329049477120,3040,10132
Fri Nov 25 16:22:55 +0000 2016,802185808107208704,314,0
Fri Nov 25 01:18:59 +0000 2016,801958328846974976,1992,8608
Thu Nov 24 18:28:13 +0000 2016,801854953262350336,275,1958
Wed Nov 23 21:29:33 +0000 2016,801538201127157760,2391,9141
Wed Nov 23 04:45:12 +0000 2016,801285448605831168,960,6802
Tue Nov 22 20:58:07 +0000 2016,801167903437357056,6961,27386
Tue Nov 22 18:17:08 +0000 2016,801127390143516673,4627,0
Tue Nov 22 17:28:25 +0000 2016,801115127852503040,2429,8992
Tue Nov 22 00:32:18 +0000 2016,800859414831898624,113,778
Tue Nov 22 00:17:10 +0000 2016,800855607700029440,1889,0
Mon Nov 21 17:23:47 +0000 2016,800751577355128832,3214,11701
Mon Nov 21 01:37:04 +0000 2016,800513324630806528,3495,14685
Sun Nov 20 22:02:27 +0000 2016,800459316964663297,2489,10538
Sun Nov 20 21:00:48 +0000 2016,800443802682937345,5068,0
Sun Nov 20 17:20:08 +0000 2016,800388270626521089,3265,12456
Sun Nov 20 04:06:37 +0000 2016,800188575492947969,4581,0
Sun Nov 20 00:59:15 +0000 2016,800141422401830912,2980,17092
Sat Nov 19 16:49:49 +0000 2016,800018252395122689,15351,31768
Sat Nov 19 00:40:24 +0000 2016,799774291445383169,5488,0
Fri Nov 18 23:35:32 +0000 2016,799757965289017345,2506,9390
Fri Nov 18 01:24:14 +0000 2016,799422933579902976,2213,8965
Thu Nov 17 17:50:33 +0000 2016,799308762079035393,6478,0
Thu Nov 17 17:04:16 +0000 2016,799297110730567681,3227,11065
Thu Nov 17 01:35:54 +0000 2016,799063482566066176,2863,9058
Wed Nov 16 17:01:16 +0000 2016,798933969379225600,5203,14712
Wed Nov 16 16:28:21 +0000 2016,798925684722855936,1663,8246
Wed Nov 16 01:54:03 +0000 2016,798705661114773508,7724,0
Wed Nov 16 01:39:30 +0000 2016,798701998996647937,9126,0
Wed Nov 16 01:23:12 +0000 2016,798697898615730177,7602,0
Wed Nov 16 01:09:57 +0000 2016,798694562394996736,5812,0
Wed Nov 16 00:38:54 +0000 2016,798686750113755136,2702,0
Wed Nov 16 00:22:12 +0000 2016,798682547630837760,5515,0
Tue Nov 15 23:44:44 +0000 2016,798673117451325440,6485,0
Tue Nov 15 23:13:58 +0000 2016,798665375516884993,4519,0
Tue Nov 15 21:49:12 +0000 2016,798644042770751489,2153,0
Tue Nov 15 20:47:30 +0000 2016,798628517273620480,2272,0
Tue Nov 15 17:54:59 +0000 2016,798585098161549313,6618,0
Tue Nov 15 17:22:24 +0000 2016,798576900688019456,6871,0
Tue Nov 15 01:44:00 +0000 2016,798340744599797760,3924,0
Mon Nov 14 17:03:50 +0000 2016,798209839306514432,2954,11548
Mon Nov 14 01:18:12 +0000 2016,797971864723324932,3652,13018
Sat Nov 12 21:02:38 +0000 2016,797545162159308800,5656,16198
Sat Nov 12 00:36:46 +0000 2016,797236660651966464,7726,22328
Fri Nov 11 19:55:50 +0000 2016,797165961484890113,32,256
Fri Nov 11 02:35:32 +0000 2016,796904159865868288,10411,0
Fri Nov 11 00:03:42 +0000 2016,796865951799083009,2198,8564
Thu Nov 10 17:02:03 +0000 2016,796759840936919040,3562,13256
Thu Nov 10 04:01:37 +0000 2016,796563435802726400,8536,0
Wed Nov 09 22:49:15 +0000 2016,796484825502875648,2042,8472
Wed Nov 09 16:22:22 +0000 2016,796387464403357696,4861,12334
Wed Nov 09 02:29:25 +0000 2016,796177847564038144,16628,0
Wed Nov 09 00:37:46 +0000 2016,796149749086875649,16628,36177
Tue Nov 08 23:01:49 +0000 2016,796125600683540480,2079,5511
Tue Nov 08 22:25:27 +0000 2016,796116448414461957,2813,10139
Tue Nov 08 20:00:55 +0000 2016,796080075804475393,2703,9469
Tue Nov 08 16:47:50 +0000 2016,796031486298386433,4284,12071
Mon Nov 07 03:14:10 +0000 2016,795464331001561088,27728,55683
Sun Nov 06 22:59:35 +0000 2016,795400264262053889,3323,11270
Sun Nov 06 01:33:58 +0000 2016,795076730285391872,6288,18139
Sat Nov 05 19:24:28 +0000 2016,794983741416415232,3942,0
Sat Nov 05 15:37:24 +0000 2016,794926597468000259,2697,11492
Fri Nov 04 01:48:22 +0000 2016,794355576146903043,12014,0
Fri Nov 04 00:15:59 +0000 2016,794332329137291264,3088,10686
Thu Nov 03 15:51:10 +0000 2016,794205286408003585,3895,10314
Wed Nov 02 23:45:19 +0000 2016,793962221541933056,5711,18910
Wed Nov 02 16:00:06 +0000 2016,793845145112371200,2187,10295
Wed Nov 02 00:42:53 +0000 2016,793614319594401792,3661,0
Tue Nov 01 23:53:02 +0000 2016,793601777308463104,1908,8926
Tue Nov 01 17:12:16 +0000 2016,793500921481273345,2786,11953
Tue Nov 01 03:00:09 +0000 2016,793286476301799424,10723,27597
Tue Nov 01 02:00:14 +0000 2016,793271401113350145,2763,9677
Tue Nov 01 01:00:05 +0000 2016,793256262322548741,9714,22350
Tue Nov 01 00:00:38 +0000 2016,793241302385262592,3812,11780
Mon Oct 31 23:00:11 +0000 2016,793226087023144960,3338,11001
Mon Oct 31 22:00:04 +0000 2016,793210959003287553,3301,9997
Mon Oct 31 21:00:23 +0000 2016,793195938047070209,6547,17063
Mon Oct 31 20:00:05 +0000 2016,793180763617361921,2310,7740
Mon Oct 31 19:00:10 +0000 2016,793165685325201412,3238,10478
Mon Oct 31 18:00:14 +0000 2016,793150605191548928,1984,6909
Mon Oct 31 17:00:11 +0000 2016,793135492858580992,2893,7214
Mon Oct 31 16:00:13 +0000 2016,793120401413079041,4551,14202
Mon Oct 31 02:17:31 +0000 2016,792913359805018113,4715,16063
Mon Oct 31 00:20:11 +0000 2016,792883833364439040,4964,12666
Sun Oct 30 17:02:53 +0000 2016,792773781206999040,1963,8209
Sat Oct 29 15:55:58 +0000 2016,792394556390137856,4998,15128
Fri Oct 28 17:07:05 +0000 2016,792050063153438720,2088,8029
Fri Oct 28 01:58:16 +0000 2016,791821351946420224,24514,0
Thu Oct 27 23:30:09 +0000 2016,791784077045166082,11271,0
Thu Oct 27 23:17:38 +0000 2016,791780927877898241,4432,0
Thu Oct 27 22:53:48 +0000 2016,791774931465953280,21156,37818
Thu Oct 27 16:06:04 +0000 2016,791672322847637504,3661,13129
Wed Oct 26 22:31:36 +0000 2016,791406955684368384,4797,14670
Wed Oct 26 16:14:55 +0000 2016,791312159183634433,2963,9841
Tue Oct 25 21:18:40 +0000 2016,791026214425268224,4858,0
Tue Oct 25 18:44:32 +0000 2016,790987426131050500,2483,11089
Tue Oct 25 16:00:09 +0000 2016,790946055508652032,5496,18601
Tue Oct 25 01:14:59 +0000 2016,790723298204217344,2704,0
Mon Oct 24 23:37:28 +0000 2016,790698755171364864,2203,9158
Mon Oct 24 15:53:19 +0000 2016,790581949425475584,8183,22473
Sun Oct 23 23:42:19 +0000 2016,790337589677002753,2167,8740
Sun Oct 23 19:42:02 +0000 2016,790277117346975746,3732,14081
Sun Oct 23 16:25:25 +0000 2016,790227638568808452,4190,0
Sun Oct 23 00:27:05 +0000 2016,789986466051088384,2704,10369
Sat Oct 22 22:42:52 +0000 2016,789960241177853952,4839,0
Sat Oct 22 18:57:48 +0000 2016,789903600034189313,4858,11673
Sat Oct 22 00:45:17 +0000 2016,789628658055020548,2080,8448
Fri Oct 21 22:48:24 +0000 2016,789599242079838210,2279,7620
Fri Oct 21 18:16:44 +0000 2016,789530877013393408,3942,13188
Fri Oct 21 03:56:25 +0000 2016,789314372632018944,2666,9615
Fri Oct 21 01:42:53 +0000 2016,789280767834746880,5747,0
Fri Oct 21 00:53:56 +0000 2016,789268448748703744,3014,10196
Thu Oct 20 16:15:26 +0000 2016,789137962068021249,3244,10875
Thu Oct 20 01:03:11 +0000 2016,788908386943430656,14409,30653
Wed Oct 19 15:37:03 +0000 2016,788765914992902144,12014,30658
Wed Oct 19 01:29:35 +0000 2016,788552643979468800,8407,0
Tue Oct 18 16:11:17 +0000 2016,788412144018661376,5990,16060
Tue Oct 18 00:41:57 +0000 2016,788178268662984705,2488,8100
Mon Oct 17 22:51:57 +0000 2016,788150585577050112,1510,6865
Mon Oct 17 17:32:13 +0000 2016,788070120937619456,3952,0
Mon Oct 17 15:31:05 +0000 2016,788039637453406209,1535,6867
Mon Oct 17 00:20:47 +0000 2016,787810552592695296,3540,9717
Sun Oct 16 18:11:26 +0000 2016,787717603741622272,3240,11416
Sat Oct 15 21:01:17 +0000 2016,787397959788929025,3300,12120
Sat Oct 15 16:01:13 +0000 2016,787322443945877504,2032,8726
Sat Oct 15 02:04:45 +0000 2016,787111942498508800,7798,0
Fri Oct 14 16:13:10 +0000 2016,786963064373534720,9327,29725
Fri Oct 14 00:47:00 +0000 2016,786729988674449408,2827,0
Thu Oct 13 23:23:56 +0000 2016,786709082849828864,7069,20296
Thu Oct 13 20:28:35 +0000 2016,786664955043049472,2996,11957
Thu Oct 13 15:54:28 +0000 2016,786595970293370880,3601,10497
Thu Oct 13 00:29:39 +0000 2016,786363235746385920,4072,12189
Wed Oct 12 19:24:27 +0000 2016,786286427768250368,3352,8930
Wed Oct 12 15:55:59 +0000 2016,786233965241827333,5571,17178
Wed Oct 12 03:50:17 +0000 2016,786051337297522688,179,1614
Wed Oct 12 02:53:11 +0000 2016,786036967502913536,8237,0
Tue Oct 11 19:39:28 +0000 2016,785927819176054784,3652,12696
Tue Oct 11 16:00:24 +0000 2016,785872687017132033,2130,7489
Tue Oct 11 00:34:48 +0000 2016,785639753186217984,2561,8735
Mon Oct 10 17:32:08 +0000 2016,785533386513321988,2334,10183
Mon Oct 10 16:20:36 +0000 2016,785515384317313025,1477,6800
Sun Oct 09 23:44:41 +0000 2016,785264754247995392,1911,8128
Sun Oct 09 17:31:53 +0000 2016,785170936622350336,5639,13491
Sat Oct 08 18:41:19 +0000 2016,784826020293709826,3712,11310
Fri Oct 07 22:15:26 +0000 2016,784517518371221505,2970,10039
Fri Oct 07 16:33:21 +0000 2016,784431430411685888,1491,6329
Fri Oct 07 00:06:50 +0000 2016,784183165795655680,9374,22513
Thu Oct 06 15:49:14 +0000 2016,784057939640352768,12953,33505
Thu Oct 06 01:23:05 +0000 2016,783839966405230592,12643,33689
Thu Oct 06 00:08:09 +0000 2016,783821107061198850,2269,8209
Wed Oct 05 15:47:27 +0000 2016,783695101801398276,3737,11650
Wed Oct 05 00:40:09 +0000 2016,783466772167098368,2608,9468
Tue Oct 04 19:42:03 +0000 2016,783391753726550016,6441,18908
Tue Oct 04 16:46:14 +0000 2016,783347506784731136,6533,0
Tue Oct 04 15:55:06 +0000 2016,783334639985389568,13616,32651
Mon Oct 03 23:25:55 +0000 2016,783085703974514689,2565,9112
Mon Oct 03 15:42:44 +0000 2016,782969140009107456,8521,26949
Mon Oct 03 01:00:34 +0000 2016,782747134529531904,1604,8310
Sun Oct 02 23:23:04 +0000 2016,782722598790725632,6238,19250
Sun Oct 02 15:10:30 +0000 2016,782598640137187329,2184,8694
Sat Oct 01 19:47:08 +0000 2016,782305867769217024,6470,18630
Sat Oct 01 00:58:26 +0000 2016,782021823840026624,7236,0
Fri Sep 30 20:33:43 +0000 2016,781955203444699136,3920,12357
Fri Sep 30 01:08:10 +0000 2016,781661882474196992,3129,11634
Fri Sep 30 00:41:48 +0000 2016,781655249211752448,1314,4466
Thu Sep 29 16:03:01 +0000 2016,781524693396357120,6426,23163
Thu Sep 29 01:42:20 +0000 2016,781308096455073793,2961,7973
Wed Sep 28 21:56:36 +0000 2016,781251288990355457,2458,9428
Wed Sep 28 16:07:23 +0000 2016,781163403222056960,3168,10895
Wed Sep 28 00:46:20 +0000 2016,780931614150983680,8536,24192
Tue Sep 27 19:54:58 +0000 2016,780858289093574656,2328,8033
Tue Sep 27 16:06:28 +0000 2016,780800785462489090,1505,6141
Tue Sep 27 02:53:48 +0000 2016,780601303617732608,3839,13525
Mon Sep 26 23:04:13 +0000 2016,780543529827336192,2032,7040
Mon Sep 26 19:56:24 +0000 2016,780496263422808064,4319,0
Mon Sep 26 18:38:05 +0000 2016,780476555013349377,136,0
Mon Sep 26 17:29:48 +0000 2016,780459368902959104,1224,5892
Sun Sep 25 23:47:39 +0000 2016,780192070812196864,2589,9712
Sun Sep 25 17:10:10 +0000 2016,780092040432480260,2655,0
Sun Sep 25 16:00:13 +0000 2016,780074436359819264,5815,13723
Sun Sep 25 00:06:08 +0000 2016,779834332596887552,8237,21252
Fri Sep 23 17:50:56 +0000 2016,779377524342161408,3613,9831
Fri Sep 23 01:04:56 +0000 2016,779124354206535695,21324,0
Fri Sep 23 01:00:13 +0000 2016,779123168116150273,4207,13206
Thu Sep 22 20:33:42 +0000 2016,779056095788752897,5247,16500
Thu Sep 22 16:13:51 +0000 2016,778990705243029504,8437,22342
Thu Sep 22 01:54:34 +0000 2016,778774459159379968,11550,0
Thu Sep 22 01:16:45 +0000 2016,778764940568104960,426,955
Thu Sep 22 00:13:04 +0000 2016,778748913645780993,1562,7717
Wed Sep 21 17:42:10 +0000 2016,778650543019483137,1729,6430
Wed Sep 21 16:00:17 +0000 2016,778624900596654080,1176,5177
Wed Sep 21 01:39:11 +0000 2016,778408200802557953,5023,15135
Wed Sep 21 00:53:04 +0000 2016,778396591732486144,14198,0
Wed Sep 21 00:00:35 +0000 2016,778383385161035776,1271,6515
Tue Sep 20 17:36:50 +0000 2016,778286810187399168,3836,11576
Tue Sep 20 01:12:28 +0000 2016,778039087836069888,3065,9417
Tue Sep 20 00:24:34 +0000 2016,778027034220126208,1885,7320
Mon Sep 19 19:31:59 +0000 2016,777953400541634568,4080,0
Mon Sep 19 15:00:20 +0000 2016,777885040357281792,1893,7078
Mon Sep 19 01:42:24 +0000 2016,777684233540206592,3403,12518
Sun Sep 18 22:54:18 +0000 2016,777641927919427584,4947,0
Sun Sep 18 21:33:11 +0000 2016,777621514455814149,2910,9742
Sat Sep 17 16:57:35 +0000 2016,777189768882946048,4999,15921
Fri Sep 16 16:24:19 +0000 2016,776819012571455488,15839,0
Fri Sep 16 16:00:31 +0000 2016,776813020089548800,1405,5444
Thu Sep 15 17:48:25 +0000 2016,776477788987613185,3249,9858
Thu Sep 15 02:42:54 +0000 2016,776249906839351296,10673,0
Thu Sep 15 00:36:55 +0000 2016,776218204058357768,18497,33345
Wed Sep 14 23:30:38 +0000 2016,776201521193218049,2919,10681
Wed Sep 14 17:40:06 +0000 2016,776113305656188928,5068,13102
Wed Sep 14 16:00:49 +0000 2016,776088319444877312,179,2045
Wed Sep 14 03:27:11 +0000 2016,775898661951791106,17621,0
Tue Sep 13 23:44:54 +0000 2016,775842724423557120,3116,13022
Tue Sep 13 16:30:07 +0000 2016,775733305207554048,4627,15413
Tue Sep 13 16:13:44 +0000 2016,775729183532220416,5302,14361
Mon Sep 12 16:05:54 +0000 2016,775364825476165632,3472,8295
Mon Sep 12 15:10:21 +0000 2016,775350846108426240,4532,11309
Sun Sep 11 22:20:06 +0000 2016,775096608509886464,9220,0
Sun Sep 11 21:34:30 +0000 2016,775085132600442880,5488,17281
Sat Sep 10 23:54:11 +0000 2016,774757898236878852,2035,9462
Sat Sep 10 16:03:16 +0000 2016,774639387460112384,2013,7508
Fri Sep 09 18:31:54 +0000 2016,774314403806253056,6478,24167
Thu Sep 08 20:45:53 +0000 2016,773985732834758656,4492,11925
Thu Sep 08 16:33:46 +0000 2016,773922284943896577,1999,7110
Thu Sep 08 02:09:06 +0000 2016,773704687002451968,1891,7317
Wed Sep 07 23:52:41 +0000 2016,773670353721753600,1501,5935
Wed Sep 07 15:44:53 +0000 2016,773547596996571136,7126,24553
Wed Sep 07 01:47:12 +0000 2016,773336787167145985,5912,0
Tue Sep 06 23:56:05 +0000 2016,773308824254029826,8640,25846
Tue Sep 06 19:52:39 +0000 2016,773247561583001600,3699,10414
Tue Sep 06 16:10:20 +0000 2016,773191612633579521,4736,11117
Mon Sep 05 19:22:09 +0000 2016,772877495989305348,4501,9555
Mon Sep 05 15:58:34 +0000 2016,772826264096874500,2669,8842
Mon Sep 05 02:00:22 +0000 2016,772615324260794368,3914,0
Sun Sep 04 23:46:12 +0000 2016,772581559778025472,1968,7192
Sat Sep 03 22:02:38 +0000 2016,772193107915964416,1612,6665
Sat Sep 03 19:23:13 +0000 2016,772152991789019136,1300,4181
Sat Sep 03 17:02:54 +0000 2016,772117678702071809,848,4165
Sat Sep 03 16:52:02 +0000 2016,772114945936949249,546,3005
